label,text
"تعبئة تلقائية","هل يمكنني إعداد عمليات التعبئة مسبقا؟"
"تعبئة تلقائية","أين يمكنني تحديد موقع وظيفة التعبئة التلقائية؟"
"تعبئة تلقائية","هل هناك طريقة لإعداد تعبئة تلقائية؟"
"تعبئة تلقائية","لدي رحلة قادمة وأريد إضافة أموال تلقائيا."
"تعبئة تلقائية","أين يمكنني أن أجد خيار التعبئة التلقائية؟"
"تعبئة تلقائية","هل يمكن أن يضيف نقودا بين الحين والآخر تلقائيا أثناء سفري؟"
"تعبئة تلقائية","هل سيتم تحديث النظام تلقائيا بمجرد عدم وجود المزيد من الأموال؟"
"تعبئة تلقائية","عند السفر ، هل يمكن إضافة أموال في فترات زمنية محددة؟"
"تعبئة تلقائية","كيف أقوم بإعادة التعبئة أثناء السفر؟"
"تعبئة تلقائية","أين يمكن العثور على خيار التعبئة التلقائية؟"
"تعبئة تلقائية","هل يتعين علي إعادة تعبئة حسابي يدويا في كل مرة أم أنه سيفعل ذلك من تلقاء نفسه؟"
"تعبئة تلقائية","هل يمكنني التعبئة التلقائية بقدر ما أريد؟"
"تعبئة تلقائية","هل يمكنني إضافة أموال على فترات إلى حسابي؟ سوف أسافر."
"تعبئة تلقائية","هل هناك حد للتعبئة التلقائية؟"
"تعبئة تلقائية","أعلم أن هناك خيارا للتعبئة التلقائية ولكن لا يمكنني تحديد موقعه عندما أنظر؟"
"تعبئة تلقائية","هل من الممكن التعبئة تلقائيا؟"
"تعبئة تلقائية","ما هو حد التعبئة التلقائية؟"
"تعبئة تلقائية","هل لديك تقنية تعبئة تلقائية وكيف يمكنني استخدامها إذا كان الأمر كذلك؟"
"البطاقة لا تعمل","لا يمكنني استخدام بطاقتي لأنها لا تعمل."
"البطاقة لا تعمل","من الواضح أنني لن أستطيع استخدام بطاقتي بعد الآن."
"البطاقة لا تعمل","بطاقتي لا تعمل إطلاقا ، أحتاج إلى المساعدة. إنه أمر محبط حقا."
"البطاقة لا تعمل","هل يمكن أن تخبرني ما هي مشكلة بطاقتي؟ تم رفضه في مطعم اليوم."
"البطاقة لا تعمل","كيف أصلح بطاقة مكسورة؟"
"البطاقة لا تعمل","كانت بطاقتي تعمل ولكنها لا تعمل الآن."
"البطاقة لا تعمل","لا يمكنني استخدام بطاقتي على ما يبدو."
"البطاقة لا تعمل","أعتقد أن بطاقتي مكسورة ، ولم تعد تعمل"
"البطاقة لا تعمل","لم أتمكن من استخدام هذه البطاقة."
"البطاقة لا تعمل","كيف يحدث أن لا تعمل بطاقتي بعد الآن؟"
"البطاقة لا تعمل","لمدة أسبوع الآن ، حاولت استخدام بطاقتي وما زالت لا تعمل."
"البطاقة لا تعمل","بطاقتي الفعلية توقفت عن العمل."
"البطاقة لا تعمل","لا يمكنني تشغيل البطاقة نفسها."
"البطاقة لا تعمل","ماذا علي أن أفعل إذا كانت بطاقتي لا تعمل؟"
"البطاقة لا تعمل","لماذا لا تعمل بطاقتي."
"البطاقة لا تعمل","بطاقتي لن تعمل"
"البطاقة لا تعمل","لا أستطيع أستخدام بطاقتي حاليا، يبدو أنها لا تعمل."
"البطاقة لا تعمل","ما هي مدة صلاحية البطاقة"
"البطاقة لا تعمل","يبدو أن بطاقتي لا تعمل على الإطلاق."
"البطاقة لا تعمل","يتم رفض بطاقتي عندما أحاول استخدامها"
"البطاقة لا تعمل","لا يمكنني استخدام بطاقتي لسبب ما."
"البطاقة لا تعمل","لماذا لا يمكنني استخدام بطاقتي؟"
"البطاقة لا تعمل","غالبا بطاقتي تعرضت للكسر؟"
"البطاقة لا تعمل","ماذا أفعل؟ بطاقتي مكسورة."
"البطاقة لا تعمل","يشير اشتراكي في نتفليكس إلى وجود مشكلة في معلومات بطاقتي ، لكنني اعتقدت أن كل شيء على ما يرام. لماذا يتم رفضه؟"
"البطاقة لا تعمل","كيف أتحقق من إعدادات الأمان على بطاقتي؟"
"البطاقة لا تعمل","بطاقتي لا تعمل على الإطلاق. ماذا حدث؟"
"البطاقة لا تعمل","كنت اليوم خارج المنزل لتناول الطعام ورفضت بطاقتي. لماذا هذا؟"
"البطاقة لا تعمل","ما هي طرق اختبار سبب عدم عمل بطاقتي؟"
"البطاقة لا تعمل","بطاقتي لن تعمل على الإطلاق لأي شيء."
"البطاقة لا تعمل","كيف أصلح بطاقتي إذا كانت مكسورة؟"
"البطاقة لا تعمل","حاولت استخدام بطاقتي لكنها لا تعمل."
"البطاقة لا تعمل","لا تعمل بطاقتي حتى من أجل المعاملات الصغيرة اليوم."
"البطاقة لا تعمل","ماذا أفعل إذا رفض الجهاز بطاقتي؟"
"البطاقة لا تعمل","هناك خطأ ما لن تعمل بطاقتي."
"البطاقة لا تعمل","حاولت استخدام بطاقتي اليوم في المطعم لكنها لم تنجح وتم رفضها للتو. ماذا دهاك؟"
"البطاقة لا تعمل","فجأة ، بطاقتي لا تعمل."
"البطاقة لا تعمل","لم تكن بطاقتي تعمل عندما أحاول استخدامها."
"البطاقة لا تعمل","بطاقتي المادية لا تعمل"
"البطاقة لا تعمل","أعتقد أنه لا يمكنني استخدام بطاقتيو"
"البطاقة لا تعمل","لماذا لا تعمل بطاقتي الفعلية؟"
"البطاقة لا تعمل","مساعدة. بطاقتي مكسورة."
"البطاقة لا تعمل","أنا غير قادر على استخدام بطاقتي."
"البطاقة لا تعمل","لم يتم قبول أي معاملات ، ما المشكلة في بطاقتي؟"
"البطاقة لا تعمل","هل بطاقتي مجمدة؟"
"البطاقة لا تعمل","تم رفض بطاقتي في أحد المطاعم اليوم ولست متأكدا من السبب."
"البطاقة لا تعمل","ماذا أفعل الآن لأنني لا أستطيع استخدام هذه البطاقة؟"
"البطاقة لا تعمل","يبدو أن بطاقتي لا تعمل بعد الآن"
"البطاقة لا تعمل","فجأة ، توقفت بطاقتي عن العمل."
"البطاقة لا تعمل","لا يمكنني استخدام بطاقتي على ما يبدو. هل يمكنك المساعدة؟"
"البطاقة لا تعمل","لا يمكنني استخدام بطاقتي لأي شيء"
"البطاقة لا تعمل","ما مشكلة بطاقتي؟ قال الموظف في محل البقالة إنه تم رفض الطلب."
"البطاقة لا تعمل","ماذا أفعل إذا لم أستطع استخدام بطاقتي؟"
"البطاقة لا تعمل","هل يمكنني استخدام التطبيق لإعادة تعيين محاولات رمز التعريف الشخصي؟"
"البطاقة لا تعمل","الرجاء المساعدة. البطاقة لا تعمل."
"البطاقة لا تعمل","لم أتمكن من استخدام بطاقتي اليوم عندما خرجت لتناول طعام الغداء. أتساءل لماذا هذا؟"
"البطاقة لا تعمل","يبدو أن بطاقتي لا تعمل."
"البطاقة لا تعمل","حاليا لا يمكنني تشغيل بطاقتي."
"البطاقة لا تعمل","ما هو السبب الرئيسي لهذه المشكلة"
"البطاقة لا تعمل","ما الذي يمكنني فعله لجعل بطاقتي الفعلية تعمل؟"
"البطاقة لا تعمل","هل يمكن أن تخبرني لماذا لا يمكنني إجراء أي معاملات؟"
"البطاقة لا تعمل","هناك خطأ ما في بطاقتي. حاولت استخدامه عدة مرات اليوم في أماكن مختلفة ولكنه لم ينجح. كانت المعاملات التي حاولت إجراؤها صغيرة جدا لذا لست متأكدا مما يحدث"
"البطاقة لا تعمل","هل يمكنك إخباري بما يحدث مع بطاقتي التي يبدو أنها لا تعمل؟"
"البطاقة لا تعمل","كيف أتحقق من إعدادات الأمان باستخدام التطبيق؟"
"البطاقة لا تعمل","حاولت استخدام بطاقتي لدى عدة بائعين وهي الآن لا تعمل."
"البطاقة لا تعمل","هل يمكنك مساعدتي في بطاقتي ، أعتقد أنها كسرت."
"البطاقة لا تعمل","البطاقة لا تعمل."
"البطاقة لا تعمل","لم أتمكن من إتمام أي معاملات على بطاقتي اليوم. هل تعلم ما هو الخطأ؟"
"البطاقة لا تعمل","اليوم استخدمت بطاقتي في مطعم وتم رفضها. لماذا ا؟"
"البطاقة لا تعمل","هل قمت بإلغاء تنشيط بطاقتي لم تعد تعمل"
"البطاقة لا تعمل","بحاجة الى مساعدة للحصول على بطاقتي للعمل."
"البطاقة لا تعمل","لماذا لم تعد بطاقتي تعمل؟"
"البطاقة لا تعمل","لماذا لا تعمل بطاقتي بعد الآن؟"
"البطاقة لا تعمل","عندما كنت في مطعم اليوم ، تم رفض بطاقتي ولم يتم الدفع وأنا بحاجة إلى المساعدة. أيمكنك إصلاح هذا؟"
"البطاقة لا تعمل","ماذا أفعل إذا كانت بطاقتي الفعلية لا تعمل؟"
"البطاقة لا تعمل","توقفت بطاقتي عن العمل بعد معاملات متعددة. لماذا ا؟"
"البطاقة لا تعمل","لماذا لا تقبل بطاقتي أي معاملات؟"
"البطاقة لا تعمل","أعتقد أن بطاقتي مكسورة أو شيء من هذا القبيل. حاولت استخدامه ولن يمر ، الرجاء المساعدة."
"البطاقة لا تعمل","بطاقتي مكسورة"
"البطاقة لا تعمل","حاولت شراء تذاكر طيران عبر الإنترنت هذا الصباح ولم تعمل معلومات بطاقتي. هل هناك شيء ما يحدث مع حسابي؟"
"البطاقة لا تعمل","بطاقتي لم تعد تعمل."
"البطاقة لا تعمل","يبدو أنني غير قادر على إجراء أي معاملات."
"البطاقة لا تعمل","لا يمكنني الحصول على بطاقتي الفعلية للعمل"
"البطاقة لا تعمل","بطاقتي لا تعمل عند استخدامها."
"البطاقة لا تعمل","ماذا أفعل في حالة كسر بطاقتي؟"
"البطاقة لا تعمل","أواجه مشاكل مع بطاقتي المادية."
"البطاقة لا تعمل","كيف يمكنني تشغيل بطاقتي؟"
"البطاقة لا تعمل","أحتاج إلى مساعدة في فهم سبب عدم عمل بطاقتي."
"البطاقة لا تعمل","ساعدني من فضلك! بطاقتي المادية لا تعمل بشكل صحيح."
"البطاقة لا تعمل","بطاقتي توقفت عن العمل. كيف أتحقق من وجود تجميد عليها؟"
"البطاقة لا تعمل","لا أعرف ما هو الخطأ في بطاقتي ، لكنها لم تعمل في أماكن متعددة اليوم."
"البطاقة لا تعمل","أحتاج إلى توضيح سبب عدم عمل بطاقتي."
"البطاقة لا تعمل","بطاقتي لا تعمل جسديا."
"البطاقة لا تعمل","ماذا يحدث هنا؟ بطاقتي لن تقبل أي معاملات."
"البطاقة لا تعمل","يبدو أن بطاقتي توقفت عن العمل."
"البطاقة لا تعمل","كيف يمكن أن تكون بطاقتي لا تعمل بعد الآن؟"
"البطاقة لا تعمل","كم من الوقت يستغرق وقت الحل"
"البطاقة لا تعمل","ماذا أفعل إذا كانت بطاقتي لا تعمل؟"
"البطاقة لا تعمل","ماذا سيحصل إذا أصبحت بطاقتي الفعلية لا تعمل؟"
"البطاقة لا تعمل","البطاقة التي أمتلكها لا تعمل. هذه هي البطاقة الفعلية."
"الصرف عبر التطبيق","هل يمكنني التصريف من الريال الاماراتي إلى الجنيه البريطاني؟"
"الصرف عبر التطبيق","أحتاج إلى التبادل بين عملات مختلفة ، مثل الجنيه الإسترليني والدولار الأمريكي. هل يمكنني فعل ذلك مع تطبيقك؟"
"الصرف عبر التطبيق","كيف يمكنني التغيير لعملة أخرى؟"
"الصرف عبر التطبيق","هل يسمح التطبيق بالتبادلات بين الدولار الأمريكي والجنيه الإسترليني"
"الصرف عبر التطبيق","ماذا لو احتجت إلى استخدام الجنيه الإسترليني بدلا من الدولار الأمريكي؟"
"الصرف عبر التطبيق","أنا من مكان ولكني أسافر إلى مكان اخر - كيف أحصل على العملة من أجل وجهة السفر؟"
"الصرف عبر التطبيق","هل تبديل عملة من الريال الاماراتي إلى الجنيه البريطاني؟"
"الصرف عبر التطبيق","هل يمكن تحويل الأموال من عملة إلى أخرى؟"
"الصرف عبر التطبيق","كيف يمكنني تغيير الدولار الأمريكي إلى الجنيه الإسترليني؟"
"الصرف عبر التطبيق","هل يمكنني إضافة عملة جديدة إلى حسابي؟"
"الصرف عبر التطبيق","كيف يمكنني استبدال الدولار الأسترالي بالجنيه الإسترليني؟"
"الصرف عبر التطبيق","هل يمكنني تغيير عملتي إلى عملة أخرى؟"
"الصرف عبر التطبيق","أرغب في صرف العملات على التطبيق. كيف أقوم بهذا العمل؟"
"الصرف عبر التطبيق","ماذا أفعل لأستبدل العملة؟"
"الصرف عبر التطبيق","هل من الممكن صرف العملات؟"
"الصرف عبر التطبيق","هل يمكنني تحويل أموالي إلى عملة أخرى؟"
"الصرف عبر التطبيق","أود التغيير إلى عملة مختلفة."
"الصرف عبر التطبيق","كيف يمكنني تغيير نوع العملة؟"
"الصرف عبر التطبيق","لا أحتاج جنيه استرليني ، أحتاج جنيه استرليني ، كيف أقوم بتحويله؟"
"الصرف عبر التطبيق","بدلا من الجنيه الإسترليني ، كيف أستبدل الدولار الأسترالي؟"
"الصرف عبر التطبيق","هل صرف العملات ممكن؟"
"الصرف عبر التطبيق","باستخدام تطبيقك ، هل سأتمكن من التبادل بين الدولار الأمريكي والجنيه الإسترليني؟"
"الصرف عبر التطبيق","هل يمكنني استخدام هذا التطبيق لكل من الدولار الأمريكي والجنيه الإسترليني؟"
"الصرف عبر التطبيق","أحاول معرفة كيفية استبدال العملة س بالعملة ص."
"الصرف عبر التطبيق","هل يسمح تطبيقك بتبادل العملات بين الدولار الأمريكي والجنيه الإسترليني؟"
"الصرف عبر التطبيق","كيف أغير عملتي إلى عملة أخرى؟"
"الصرف عبر التطبيق","هل هذا التطبيق يسمح بتبادل العملات؟"
"الصرف عبر التطبيق","هل يمكنني استبدال الدولار الأمريكي بالجنيه الإسترليني في تطبيقك؟"
"الصرف عبر التطبيق","هل من الممكن صرف العملات باستخدام التطبيق؟"
"الصرف عبر التطبيق","كيف يمكنني استبدال العملات باستخدام هذا التطبيق؟"
"الصرف عبر التطبيق","أرغب في استبدال الدولار الأمريكي والجنيه الإسترليني مع التطبيق"
"الصرف عبر التطبيق","كيف أقوم بتغيير الدولار الأسترالي إلى الجنيه الإسترليني؟"
"الصرف عبر التطبيق","كيف يمكنني تحويل العملات؟"
"الصرف عبر التطبيق","هل يمكنني استخدام تطبيقك للتبادل بين الدولار الأمريكي والجنيه الإسترليني"
"الصرف عبر التطبيق","أحتاج إلى الحصول على بعض اليورو من أجل إجازتي. هل يمكنني استبدال بعض أموالي؟"
"الصرف عبر التطبيق","هل يمكن استبدال العملات على هذا التطبيق؟"
"الصرف عبر التطبيق","كيف أقوم بالتغيير إلى عملة مختلفة؟"
"الصرف عبر التطبيق","أين يمكنني استبدال عملاتي؟"
"الصرف عبر التطبيق","هل صرف العملات أحد خدمات التطبيق الخاص بك؟"
"الصرف عبر التطبيق","هل يمكنني تحويل العملة مع التطبيق؟"
"الصرف عبر التطبيق","قد أحتاج إلى التبادل بين الدولار الأمريكي والجنيه الإسترليني ، فهل هذا ممكن مع تطبيقك؟"
"الصرف عبر التطبيق","هل تدعم تغيير العملة التي أستخدمها؟"
"الصرف عبر التطبيق","هل يمكنني تحويل الأموال إلى عملات مختلفة؟"
"الصرف عبر التطبيق","أين يمكنني التبادل بين الجنيه الإسترليني والدولار الأمريكي"
"الصرف عبر التطبيق","كيف أستبدل عملتي"
"الصرف عبر التطبيق","كيف يمكنني استخدام التطبيق لتبادل العملات؟"
"الصرف عبر التطبيق","لم أعد بحاجة إلى الدولار الأسترالي ، فأنا بحاجة إلى الجنيه الإسترليني بدلا من ذلك ، كيف يمكنني تحقيق ذلك؟"
"الصرف عبر التطبيق","أحاول استبدال الدولار الأسترالي بالجنيه الإسترليني ، كيف أفعل ذلك؟"
"الصرف عبر التطبيق","كيف أستبدل الدولار الأمريكي بالجنيه الإسترليني؟"
"الصرف عبر التطبيق","هل هناك طريقة لجعل أموالي قابلة للاستخدام في بلد آخر؟"
"الصرف عبر التطبيق","كيف أستبدل الدولار الأسترالي بالجنيه الإسترليني؟"
"الصرف عبر التطبيق","هل يمكنني استخدام هذا التطبيق لتبادل العملات؟"
"الصرف عبر التطبيق","كيف يمكنني استبدال العملات باستخدام التطبيق الخاص بك؟"
"الصرف عبر التطبيق","هل يمكنني الصرف من الدولار الأمريكي إلى الجنيه الإسترليني؟"
"الصرف عبر التطبيق","هل يسمح تطبيقك بتبديل العملات من الدولار الأمريكي إلى الجنيه الإسترليني؟"
"الصرف عبر التطبيق","ما هي العملات المتاحة للتبادل؟"
"الصرف عبر التطبيق","هل هذا التطبيق قادر على تبادل العملات؟"
"الصرف عبر التطبيق","هل من الممكن التغيير من الدولار الأمريكي إلى الجنيه الإسترليني باستخدام تطبيقك؟"
"الصرف عبر التطبيق","إذا كنت بحاجة إلى إجراء عملية صرف من الدولار الأمريكي إلى الجنيه الإسترليني ، كيف يمكنني القيام بذلك في التطبيق؟"
"الصرف عبر التطبيق","هل يمكنني استخدام هذا التطبيق للتبادل بين الدولارات والجنيهات؟"
"الصرف عبر التطبيق","هل سيسمح لي هذا التطبيق بتبادل العملات؟"
"الصرف عبر التطبيق","هل من الممكن استبدال الدولار الأمريكي والجنيه الإسترليني على التطبيق؟"
"الصرف عبر التطبيق","قد أحتاج إلى استبدال الدولار الأمريكي بالجنيه الإسترليني ، فهل يمكن لتطبيقك القيام بذلك؟"
"الصرف عبر التطبيق","كيف يمكنني تبادل العملات مع هذا"
"الصرف عبر التطبيق","أحتاج إلى دولارات أسترالية بدلا من عملة المملكة المتحدة."
"الصرف عبر التطبيق","أواجه صعوبات في تغيير الدولار الأسترالي للجنيه الإسترليني. كيف أقوم بهذا العمل؟"
"الصرف عبر التطبيق","هل ستخبرني بكيفية استبدال الدولار الأمريكي بالجنيه الإسترليني في التطبيق؟"
"الصرف عبر التطبيق","كيف تقوم بتبادل العملات"
"الصرف عبر التطبيق","كيف يمكنني استبدال العملات مع هذا التطبيق؟"
"الصرف عبر التطبيق","كيف يمكنني استبدال الجنيه الإسترليني مقابل الدولار الأسترالي؟"
"الصرف عبر التطبيق","هل يمكنني استبدال العملات بأنواع مختلفة؟"
"الصرف عبر التطبيق","هل هذا التطبيق يصرف العملات؟"
"الصرف عبر التطبيق","هل من الممكن صرف العملات على التطبيق؟"
"الصرف عبر التطبيق","ما هي عملية التغيير من الجنيه الإسترليني إلى الدولار الأسترالي؟"
"الصرف عبر التطبيق","كيف يمكنني التبديل إلى عملة مختلفة؟"
"الصرف عبر التطبيق","ما هو الإجراء الخاص بصرف العملات؟"
"الصرف عبر التطبيق","كيف أقوم بتحويل أموالي إلى الأموال المستخدمة في بلد آخر؟"
"الصرف عبر التطبيق","هل سيكون من الممكن التغيير من الدولار إلى الجنية البريطاني باستخدام هذا التطبيق؟"
"الصرف عبر التطبيق","أود تغيير العملة"
"الصرف عبر التطبيق","لا أستطيع معرفة كيفية تغيير الجنيه الإسترليني إلى الدولار الأسترالي ، ماذا أفعل؟"
"الصرف عبر التطبيق","اخترت بدون قصد استبدال الجنيه الإسترليني ، لكنني بحاجة إلى اختيار الدولار الأسترالي. كيف يمكنني تغيير ذلك؟"
"الصرف عبر التطبيق","كيف يمكنني استبدال الدولار الأمريكي والجنيه الإسترليني في التطبيق؟"
"الصرف عبر التطبيق","كيف يمكنني استبدال العملات في التطبيق؟"
"الصرف عبر التطبيق","أحتاج إلى صرف عملة - هل يمكنني فعل ذلك هنا؟"
"الصرف عبر التطبيق","كيف يمكنني تغيير العملة التي أقوم بصرفها من الدولار الأسترالي إلى الجنيه الإسترليني؟"
"الصرف عبر التطبيق","ما الذي يجب علي فعله لاستبدال أموالي؟"
"الصرف عبر التطبيق","أرغب في صرف العملات ، كيف أستمر في ذلك؟"
"الصرف عبر التطبيق","ما هي العملات المختلفة التي يمكنني الحصول عليها؟"
"الصرف عبر التطبيق","أرغب في صرف العملات ما هي الأنواع الموجودة؟"
"الصرف عبر التطبيق","كيفية صرف العملات"
"الصرف عبر التطبيق","هل يمكنني استخدام تطبيقك لاستبدال الدولار الأمريكي بالجنيه الإسترليني؟"
"الصرف عبر التطبيق","هل يمكن لهذا تحويل الأموال؟"
"الصرف عبر التطبيق","هل يمكن أن تخبرني كيف أحصل على دولار أسترالي وليس جنيه إسترليني؟"
"الصرف عبر التطبيق","كيف يمكنني تداول العملات مع هذا التطبيق؟"
"الصرف عبر التطبيق","هل يمكنني صرف العملات باستخدام هذا التطبيق؟"
"الصرف عبر التطبيق","هل يمكن استخدام هذا التطبيق لتبادل العملات؟"
"الصرف عبر التطبيق","بحاجة إلى تبادل العملات"
"الصرف عبر التطبيق","كيف يمكنني تغيير الدولار الاسترالي من الجنيه الاسترليني؟"
"الصرف عبر التطبيق","كيف يمكنني صرف العملات"
"الصرف عبر التطبيق","هل يمكنني استبدال الدولار الأمريكي والجنيه الإسترليني من التطبيق؟"
"الصرف عبر التطبيق","ما هي الخطوات التي يجب علي اتباعها لتبادل العملات؟"
"الصرف عبر التطبيق","ما هي العملات الأخرى المتاحة للتغيير؟"
"الصرف عبر التطبيق","ما هي العملات التي يمكنني التبادل بينها على تطبيقك؟"
"الصرف عبر التطبيق","هل يمكن لهذا التطبيق استبدال العملة الأمريكية والإنجليزية؟"
"الصرف عبر التطبيق","قد تتغير خططي لذا قد أحتاج إلى التغيير من الجنيه الإسترليني إلى الدولار الأسترالي."
"الصرف عبر التطبيق","هل التطبيق يسمح بالتبادل بين العملات؟"
"الصرف عبر التطبيق","ربما لم أعد بحاجة إلى الجنيه الإسترليني ، ولكن بدلا من ذلك سأحتاج إلى الدولار الأسترالي ، كيف يمكنني إجراء هذا التغيير؟"
"الصرف عبر التطبيق","هل يمكنني استخدام هذا التطبيق لتغيير الأموال؟"
"البطاقة المفقودة أو المسروقة","هل كان هناك أي نشاط على بطاقتي اليوم؟"
"البطاقة المفقودة أو المسروقة","لقد فقدت محفظتي وكانت جميع بطاقاتي بداخلها."
"البطاقة المفقودة أو المسروقة","أنا مذعور! لقد فقدت بطاقتي! ساعدني!"
"البطاقة المفقودة أو المسروقة","أحتاج إلى الإبلاغ عن بطاقة مسروقة"
"البطاقة المفقودة أو المسروقة","كيف يمكنني استبدال البطاقة المسروقة؟"
"البطاقة المفقودة أو المسروقة","هل يمكنك تقديم معلومات لتجميد بطاقتي على الفور؟"
"البطاقة المفقودة أو المسروقة","ما هو رقم الهاتف لتجميد البطاقة؟"
"البطاقة المفقودة أو المسروقة","لا يمكنني العثور على بطاقتي! هل يمكنك المساعدة؟"
"البطاقة المفقودة أو المسروقة","مرحبا ، أنا في إجازة في إسبانيا وسرق شخص ما حقيبتي بهاتفي ومحفظتي بالبطاقات وكل شيء. هل يمكنك حظره في أسرع وقت ممكن ثم أرغب في طلب منتج جديد أيضا في أسرع وقت ممكن."
"البطاقة المفقودة أو المسروقة","ساعدني! لقد فقدت بطاقتي!"
"البطاقة المفقودة أو المسروقة","بطاقتي مفقودة. الرجاء المساعدة."
"البطاقة المفقودة أو المسروقة","لا أعلم لكن يبدو أن بطاقتي قد سرقت!"
"البطاقة المفقودة أو المسروقة","سرقت بطاقتي"
"البطاقة المفقودة أو المسروقة","لا يجب أن يتم تطبيق رسوم علي إذا سرقت بطاقتي."
"البطاقة المفقودة أو المسروقة","لقد سرقت بطاقتي. لقد أبلغت عن ذلك لدى الشرطة ، لكني بحاجة إلى إبلاغك بذلك أيضا."
"البطاقة المفقودة أو المسروقة","هل يمكنك إخباري بحالة بطاقتي الجديدة؟"
"البطاقة المفقودة أو المسروقة","سرقت بطاقتي ماذا أفعل؟"
"البطاقة المفقودة أو المسروقة","لا يمكنني العثور على بطاقتي ، لقد ضاعت."
"البطاقة المفقودة أو المسروقة","فقدت بطاقتي! ساعدني من فضلك!"
"البطاقة المفقودة أو المسروقة","أعتقد أن بطاقتي قد سرقت!"
"البطاقة المفقودة أو المسروقة","ماذا أفعل إذا اعتقدت أن بطاقتي قد سرقت؟"
"البطاقة المفقودة أو المسروقة","هل يمكنك أن ترسل لي بطاقة جديدة وتحظر بطاقتي الحالية. أنا في إسبانيا وسرقت محفظتي."
"البطاقة المفقودة أو المسروقة","ظننت أنني تركت بطاقتي في مطعم ، لكنهم يزعمون أنهم لا يمتلكونها ، وليس لدي أي فكرة الآن عن مكانها. أنا قلق جدا من أن شخصا ما قد يستخدمه بطريقة احتيالية. هل هناك أي طريقة للنظر في هذا؟"
"البطاقة المفقودة أو المسروقة","يساعد! أخشى أن تكون بطاقتي قد سرقت ،"
"البطاقة المفقودة أو المسروقة","سرق شخص ما بطاقتي!"
"البطاقة المفقودة أو المسروقة","كيف يمكنني الإبلاغ عن سرقة بطاقتي؟ لقد قدمت محضرا للشرطة أولا."
"البطاقة المفقودة أو المسروقة","بطاقتي مفقودة! يساعد!"
"البطاقة المفقودة أو المسروقة","سرقت محفظتي مع بطاقاتي. كيف أقوم بتجميد بطاقاتي وطلب واحدة جديدة؟"
"البطاقة المفقودة أو المسروقة","هل يمكنك تجميد بطاقتي على الفور من فضلك؟"
"البطاقة المفقودة أو المسروقة","أحتاج إلى مساعدة ، لقد فقدت بطاقتي"
"البطاقة المفقودة أو المسروقة","كيف أتصرف في حال فقدان بطاقتي؟"
"البطاقة المفقودة أو المسروقة","ما الإجراءات التي يجب أن أقوم بها عند سرقة بطاقتي؟"
"البطاقة المفقودة أو المسروقة","بطاقتي مسروقة. يساعد!"
"البطاقة المفقودة أو المسروقة","فقدت بطاقتي"
"البطاقة المفقودة أو المسروقة","الإبلاغ عن البطاقة المسروقة"
"البطاقة المفقودة أو المسروقة","يساعد! بطاقتي مسروقة."
"البطاقة المفقودة أو المسروقة","فقدت بطاقتي في إجازة ، ولا أعرف مكانها. هل يمكنك مساعدتي في العناية بهذا على الفور؟"
"البطاقة المفقودة أو المسروقة","لقد فقدت بطاقتي! ما هي خطوتي التالية؟"
"البطاقة المفقودة أو المسروقة","فقدت بطاقتي! مساعدة!"
"البطاقة المفقودة أو المسروقة","ماذا أفعل إذا فقدت بطاقتي أو سرقت؟"
"البطاقة المفقودة أو المسروقة","ساعدني! لقد فقدت بطاقتي. ماذا علي أن أفعل؟"
"البطاقة المفقودة أو المسروقة","شخص ما سرق محفظتي وبطاقتي بها أثناء إجازتي في إسبانيا. أحتاج حقا إلى حظر بطاقتي وطلب بطاقة جديدة."
"البطاقة المفقودة أو المسروقة","مع من يمكنني التحدث بشأن البطاقة المفقودة؟"
"البطاقة المفقودة أو المسروقة","فقدت البطاقة الخاصة بي."
"البطاقة المفقودة أو المسروقة","يا إلهي فقدت بطاقتي! ماذا علي أن أفعل؟"
"البطاقة المفقودة أو المسروقة","لا يمكنني العثور على بطاقتي! ماذا علي أن أفعل؟"
"البطاقة المفقودة أو المسروقة","ما هي الخطوة الأولى التي يجب أن أقوم بها بعد سرقة بطاقتي؟"
"البطاقة المفقودة أو المسروقة","يبدو أنني فقدت بطاقتي."
"البطاقة المفقودة أو المسروقة","سرقت بطاقتي. ما الذي أنا بحاجة لفعله؟"
"البطاقة المفقودة أو المسروقة","لقد فقدت بطاقتي وأحتاج إلى بطاقة جديدة."
"البطاقة المفقودة أو المسروقة","بطاقتي فقدت / سرقت"
"البطاقة المفقودة أو المسروقة","لقد وضعت بطاقتي في غير مكانها ولا أعرف أين آخر مكان استخدمت فيه البطاقة. هل يمكنك إلقاء نظرة على حسابي وإخباري بآخر مكان استخدمت فيه البطاقة؟"
"البطاقة المفقودة أو المسروقة","ساعدني من فضلك. بطاقتي مفقودة."
"البطاقة المفقودة أو المسروقة","أحتاج إلى طلب بطاقة جديدة لأن بطاقتي الأخرى سرقت."
"البطاقة المفقودة أو المسروقة","أعتقد أن شخصا ما سرق بطاقتي لأنني لم أجدها."
"البطاقة المفقودة أو المسروقة","ما هي الخطوات التي يجب أن أفعلها في حالة سرقة بطاقتي؟"
"البطاقة المفقودة أو المسروقة","لا أستطيع العثور على بطاقتي."
"البطاقة المفقودة أو المسروقة","أعتقد أن بطاقتي ضاعت. ماذا أفعل؟"
"البطاقة المفقودة أو المسروقة","ماذا أفعل إذا سرقت بطاقتي؟"
